p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
joshuaking,2018,35,153,3.095,35,35,10.802,141,15/01/1992,"182,00","76,67",Norway,Medium/Medium,"89,00","68,50","75,33",Forward,26,5.418,69,"78,52","8,00","34,50","23,14535282","3,0",2,0,306,7
joshuaking,2019,102,153,2.098,26,26,10.802,141,15/01/1992,"182,00","76,67",Norway,Medium/Medium,"89,00","68,50","75,33",Forward,27,8.513,104,"81,86","17,00","34,67","23,14535282","3,0",2,0,459,35
josipdrmic,2019,152,410,772,21,25,772,21,8/08/1992,"182,33","79,17",Switzerland,Medium/Medium,"76,67","69,67","74,83",Forward,27,,,,,,"23,81278638","3,0",2,,,
juanfoyth,2018,79,360,986,12,23,1.064,16,12/01/1998,"187,00","69,00",Argentina,Medium/High,"70,50","68,50","71,75",Defender,20,,,,,,"19,73176242","3,5",1,,,
juanfoyth,2019,227,360,78,4,11,1.064,16,12/01/1998,"187,00","69,00",Argentina,Medium/High,"70,50","68,50","71,75",Defender,21,986,12,"82,17","79,00","12,00","19,73176242","3,5",1,0,360,79
julienngoy,2017,46,64,24,1,3,93,6,2/11/1997,"185,00","72,00",Belgium,Medium/Low,"79,00","65,00","63,33",Forward,20,,,,,,"21,03725347","2,5",2,,,
juninhobacuna,2018,48,48,1.489,21,26,1.489,21,7/08/1997,"180,33","74,83",Netherlands,Medium/Medium,"71,67","68,33","68,00",Midfielder,21,,,,,,"23,01140149","3,0",3,,,
juniorstanislas,2016,118,660,1.521,21,25,4.765,78,26/11/1989,"183,00","76,00",England,High/Medium,"77,50","55,33","72,00",Midfielder,27,,,,,,"22,69401893","3,5",3,,,
juniorstanislas,2017,180,660,1.379,19,19,4.765,78,26/11/1989,"183,00","76,00",England,High/Medium,"77,50","55,33","72,00",Midfielder,28,1.521,21,"72,43","118,00","21,00","22,69401893","3,5",3,0,660,118
juniorstanislas,2018,306,660,1.108,23,23,4.765,78,26/11/1989,"183,00","76,00",England,High/Medium,"77,50","55,33","72,00",Midfielder,29,2.900,40,"72,50","149,00","20,00","22,69401893","3,5",3,1,1.320,180
juniorstanislas,2019,26,660,757,15,19,4.765,78,26/11/1989,"183,00","76,00",England,High/Medium,"77,50","55,33","72,00",Midfielder,30,4.008,63,"63,62","201,33","21,00","22,69401893","3,5",3,1,1.980,306
kadeemharris,2018,12,12,426,13,26,426,13,8/06/1993,"175,00","68,00",England,High/Medium,"84,17","55,83","64,33",Midfielder,25,,,,,,"22,20408163","3,5",3,,,
kaihavertz,2020,19,63,1.604,27,31,1.604,27,11/06/1999,"187,40","80,00",Germany,Medium/Medium,"75,60","60,20","75,60",Midfielder,21,,,,,,"22,77984758","3,0",3,,,
kalvinphillips,2020,60,60,2.558,29,29,2.558,29,2/12/1995,"177,67","72,00",England,Medium/High,"67,17","76,50","69,50",Midfielder,25,,,,,,"22,80975328","3,5",3,,,
kamilgrosicki,2016,32,155,962,12,12,1.116,15,8/06/1988,"180,00","78,00",Poland,Medium/Low,"84,33","59,83","74,83",Midfielder,28,,,,,,"24,07407407","2,5",3,,,
kamilgrosicki,2020,74,155,154,3,10,1.116,15,8/06/1988,"180,00","78,00",Poland,Medium/Low,"84,33","59,83","74,83",Midfielder,32,962,12,"80,17","32,00","12,00","24,07407407","2,5",3,0,155,32
karldarlow,2017,21,204,950,10,35,3.325,35,8/10/1990,"187,50","80,17",England,Medium/Medium,,,"70,83",Goalkeeper,27,,,,,,"22,80296296","3,0",0,,,
karldarlow,2018,109,204,0,0,23,3.325,35,8/10/1990,"187,50","80,17",England,Medium/Medium,,,"70,83",Goalkeeper,28,950,10,"95,00","21,00","10,00","22,80296296","3,0",0,0,204,21
karldarlow,2019,14,204,0,0,37,3.325,35,8/10/1990,"187,50","80,17",England,Medium/Medium,,,"70,83",Goalkeeper,29,950,10,"95,00","65,00","5,00","22,80296296","3,0",0,0,408,109
karldarlow,2020,60,204,2.375,25,31,3.325,35,8/10/1990,"187,50","80,17",England,Medium/Medium,,,"70,83",Goalkeeper,30,950,10,"95,00","48,00","3,33","22,80296296","3,0",0,0,612,14
kaseypalmer,2017,82,190,184,4,4,184,4,9/11/1996,"176,67","68,00",England,High/Medium,"74,33","57,83","68,67",Midfielder,21,,,,,,"21,78711285","3,5",3,,,
kasperschmeichel,2016,44,73,2.812,30,30,16.768,177,5/11/1986,"187,67","84,67",Denmark,Medium/Medium,,,"81,83",Goalkeeper,30,,,,,,"24,04020582","3,0",0,,,
kasperschmeichel,2017,29,73,3.126,33,33,16.768,177,5/11/1986,"187,67","84,67",Denmark,Medium/Medium,,,"81,83",Goalkeeper,31,2.812,30,"93,73","44,00","30,00","24,04020582","3,0",0,0,73,44
keanbryan,2020,21,47,1.052,13,23,1.052,13,1/11/1996,"184,40","72,00",England,Medium/High,"63,00","70,20","63,00",Defender,24,,,,,,"21,17437806","3,5",1,,,
keinandavis,2019,115,152,608,18,21,946,33,13/02/1998,"186,50","71,50",England,Medium/Medium,"69,00","71,25","64,50",Forward,21,,,,,,"20,55646199","3,0",2,,,
keinandavis,2020,37,152,338,15,33,946,33,13/02/1998,"186,50","71,50",England,Medium/Medium,"69,00","71,25","64,50",Forward,22,608,18,"33,78","115,00","18,00","20,55646199","3,0",2,0,152,115
kelechiiheanacho,2017,4,8,893,21,32,5.099,115,3/10/1996,"183,33","79,67",Nigeria,High/Medium,"81,67","66,83","73,00",Forward,21,,,,,,"23,70247934","3,5",2,,,
kelechiiheanacho,2019,4,8,1.011,20,29,5.099,115,3/10/1996,"183,33","79,67",Nigeria,High/Medium,"81,67","66,83","73,00",Forward,23,893,21,"42,52","4,00","21,00","23,70247934","3,5",2,0,8,4
kennethzohore,2018,90,487,816,19,25,816,19,31/01/1994,"192,00","96,00",Denmark,Medium/Low,"64,33","72,83","69,17",Forward,24,,,,,,"26,04166667","2,5",2,,,
kennymclean,2019,6,99,3.141,37,38,3.141,37,8/01/1992,"182,33","70,00",Scotland,High/High,"72,67","68,17","70,83",Midfielder,27,,,,,,"21,05551638","4,0",3,,,
kennytete,2020,98,199,1.562,22,24,1.562,22,9/10/1995,"180,00","73,33",Netherlands,Medium/High,"75,67","76,67","76,83",Defender,25,,,,,,"22,63374486","3,5",1,,,
kensema,2019,27,27,0,0,1,794,17,30/09/1993,"178,80","69,00",Sweden,Medium/Medium,"79,00","68,80","69,60",Midfielder,26,,,,,,"21,58311187","3,0",3,,,
kepaarrizabalaga,2018,3,200,3.420,36,38,7.175,76,3/10/1994,"187,17","84,50",Spain,Medium/Medium,,,"79,33",Goalkeeper,24,,,,,,"24,12124374","3,0",0,,,
kepaarrizabalaga,2020,57,200,620,7,35,7.175,76,3/10/1994,"187,17","84,50",Spain,Medium/Medium,,,"79,33",Goalkeeper,26,3.420,36,"95,00","3,00","36,00","24,12124374","3,0",0,0,200,3
kevindebruyne,2016,31,287,3.009,36,37,12.312,152,28/06/1991,"181,00","71,67",Belgium,High/High,"76,33","76,50","89,33",Midfielder,25,,,,,,"21,87560412","4,0",3,,,
kevindebruyne,2018,161,287,1.081,19,20,12.312,152,28/06/1991,"181,00","71,67",Belgium,High/High,"76,33","76,50","89,33",Midfielder,27,3.009,36,"83,58","31,00","36,00","21,87560412","4,0",3,0,287,31
kevindebruyne,2019,24,287,2.917,35,36,12.312,152,28/06/1991,"181,00","71,67",Belgium,High/High,"76,33","76,50","89,33",Midfielder,28,4.090,55,"74,36","96,00","27,50","21,87560412","4,0",3,1,574,161
kevindebruyne,2020,71,287,2.096,25,29,12.312,152,28/06/1991,"181,00","71,67",Belgium,High/High,"76,33","76,50","89,33",Midfielder,29,7.007,90,"77,86","72,00","30,00","21,87560412","4,0",3,0,861,24
kevinlong,2016,133,175,285,3,5,3.626,41,18/08/1990,"188,17","82,00",Republic of Ireland,Low/Medium,"56,50","71,67","69,83",Defender,26,,,,,,"23,15946215","2,5",1,,,
kevinlong,2019,30,175,602,8,29,3.626,41,18/08/1990,"188,17","82,00",Republic of Ireland,Low/Medium,"56,50","71,67","69,83",Defender,29,285,3,"95,00","133,00","3,00","23,15946215","2,5",1,1,175,133
kevinlong,2020,12,175,676,8,29,3.626,41,18/08/1990,"188,17","82,00",Republic of Ireland,Low/Medium,"56,50","71,67","69,83",Defender,30,887,11,"80,64","81,50","5,50","23,15946215","2,5",1,0,350,30
kevinmcdonald,2018,57,701,909,15,19,909,15,4/11/1988,"190,33","88,83",Scotland,Medium/Medium,"59,00","73,83","72,50",Midfielder,30,,,,,,"24,52145589","3,0",3,,,
kevinwimmer,2016,10,10,376,5,27,1.777,22,15/11/1992,"187,00","85,00",Austria,Medium/Medium,"58,67","74,00","75,50",Defender,24,,,,,,"24,30724356","3,0",1,,,
kierangibbs,2016,21,35,742,11,31,4.617,54,26/09/1989,"178,67","70,00",England,High/Medium,"78,83","71,33","77,50",Defender,27,,,,,,"21,92860325","3,5",1,,,
kierangibbs,2020,14,35,905,10,17,4.617,54,26/09/1989,"178,67","70,00",England,High/Medium,"78,83","71,33","77,50",Defender,31,742,11,"67,45","21,00","11,00","21,92860325","3,5",1,0,35,21
kierantierney,2019,96,421,1.037,15,19,3.504,42,5/06/1997,"178,00","72,33",Scotland,High/High,"79,83","71,17","70,17",Defender,22,,,,,,"22,82960906","4,0",1,,,
kierantierney,2020,83,421,2.467,27,27,3.504,42,5/06/1997,"178,00","72,33",Scotland,High/High,"79,83","71,17","70,17",Defender,23,1.037,15,"69,13","96,00","15,00","22,82960906","4,0",1,0,421,96
kierantrippier,2017,14,117,2.020,24,35,5.023,62,19/09/1990,"176,67","71,33",England,High/High,"76,00","73,00","79,33",Defender,27,,,,,,"22,85510858","4,0",1,,,
kierantrippier,2018,68,117,2.398,27,31,5.023,62,19/09/1990,"176,67","71,33",England,High/High,"76,00","73,00","79,33",Defender,28,2.020,24,"84,17","14,00","24,00","22,85510858","4,0",1,0,117,14
konstantinosmavropanos,2018,126,298,154,4,7,439,7,11/12/1997,"194,00","88,00",Greece,Medium/High,"62,00","75,00","70,33",Defender,21,,,,,,"23,38186842","3,5",1,,,
konstantinosmavropanos,2019,81,298,0,0,3,439,7,11/12/1997,"194,00","88,00",Greece,Medium/High,"62,00","75,00","70,33",Defender,22,154,4,"38,50","126,00","4,00","23,38186842","3,5",1,1,298,126
konstantinosstafylidis,2017,196,605,354,5,6,354,5,2/12/1993,"178,00","73,33",Greece,High/Medium,"77,33","69,17","73,67",Defender,24,,,,,,"23,14522577","3,5",1,,,
konstantinostsimikas,2020,82,82,13,2,22,13,2,12/05/1996,"177,50","72,50",Greece,High/Medium,"83,25","70,50","71,00",Defender,24,,,,,,"23,01130728","3,5",1,,,
kortneyhause,2018,13,196,0,0,11,2.299,25,16/07/1995,"190,00","85,00",England,Medium/Medium,"64,67","72,33","67,33",Defender,23,,,,,,"23,54570637","3,0",1,,,
kortneyhause,2019,21,196,1.634,18,20,2.299,25,16/07/1995,"190,00","85,00",England,Medium/Medium,"64,67","72,33","67,33",Defender,24,0,0,,"13,00","0,00","23,54570637","3,0",1,0,196,13
kortneyhause,2020,162,196,665,7,17,2.299,25,16/07/1995,"190,00","85,00",England,Medium/Medium,"64,67","72,33","67,33",Defender,25,1.634,18,"90,78","17,00","9,00","23,54570637","3,0",1,0,392,21
kurtzouma,2017,7,13,3.047,33,34,10.663,125,27/10/1994,"190,00","92,17",France,Medium/Medium,"67,67","82,33","79,00",Defender,23,,,,,,"25,53093259","3,0",1,,,
kurtzouma,2020,6,13,2.099,24,35,10.663,125,27/10/1994,"190,00","92,17",France,Medium/Medium,"67,67","82,33","79,00",Defender,26,3.047,33,"92,33","7,00","33,00","25,53093259","3,0",1,0,13,7
kylebartley,2017,202,227,254,5,15,2.983,35,22/05/1991,"194,00","94,00",England,Medium/High,"58,00","79,83","71,50",Defender,26,,,,,,"24,97608673","3,5",1,,,
kylebartley,2020,25,227,2.729,30,33,2.983,35,22/05/1991,"194,00","94,00",England,Medium/High,"58,00","79,83","71,50",Defender,29,254,5,"50,80","202,00","5,00","24,97608673","3,5",1,1,227,202
kyletaylor,2018,91,105,0,0,6,0,0,28/08/1999,"178,00","70,00",England,Medium/Medium,"66,00","52,33","60,00",Midfielder,19,,,,,,"22,09317005","3,0",3,,,
kylewalker,2016,17,59,2.844,33,35,13.331,151,28/05/1990,"181,33","72,17",England,High/High,"90,50","80,83","82,67",Defender,26,,,,,,"21,94731293","4,0",1,,,
kylewalker,2018,17,59,2.937,33,37,13.331,151,28/05/1990,"181,33","72,17",England,High/High,"90,50","80,83","82,67",Defender,28,2.844,33,"86,18","17,00","33,00","21,94731293","4,0",1,0,59,17
kylewalker,2019,21,59,2.511,29,36,13.331,151,28/05/1990,"181,33","72,17",England,High/High,"90,50","80,83","82,67",Defender,29,5.781,66,"87,59","17,00","33,00","21,94731293","4,0",1,0,118,17
kylewalker,2020,4,59,2.056,24,33,13.331,151,28/05/1990,"181,33","72,17",England,High/High,"90,50","80,83","82,67",Defender,30,8.292,95,"87,28","18,33","31,67","21,94731293","4,0",1,0,177,21
laurentkoscielny,2016,14,362,3.054,33,33,6.806,75,10/09/1985,"186,00","75,00",France,Medium/High,"68,50","75,67","82,33",Defender,31,,,,,,"21,67880680","3,5",1,,,
laurentkoscielny,2017,223,362,2.342,25,26,6.806,75,10/09/1985,"186,00","75,00",France,Medium/High,"68,50","75,67","82,33",Defender,32,3.054,33,"92,55","14,00","33,00","21,67880680","3,5",1,0,362,14
laurentkoscielny,2018,42,362,1.410,17,19,6.806,75,10/09/1985,"186,00","75,00",France,Medium/High,"68,50","75,67","82,33",Defender,33,5.396,58,"93,03","118,50","29,00","21,67880680","3,5",1,1,724,223
lazarmarkovic,2016,72,267,1.037,12,12,1.087,13,2/03/1994,"175,00","65,50",Serbia,Medium/Medium,"89,00","53,50","76,25",Midfielder,22,,,,,,"21,38775510","3,0",3,,,
lazarmarkovic,2018,91,267,50,1,2,1.087,13,2/03/1994,"175,00","65,50",Serbia,Medium/Medium,"89,00","53,50","76,25",Midfielder,24,1.037,12,"86,42","72,00","12,00","21,38775510","3,0",3,0,267,72
leanderdendoncker,2018,29,65,1.544,19,27,7.151,90,15/04/1995,"188,67","86,33",Belgium,High/High,"67,33","80,50","76,67",Midfielder,23,,,,,,"24,25426713","4,0",3,,,
leanderdendoncker,2019,0,65,2.957,38,38,7.151,90,15/04/1995,"188,67","86,33",Belgium,High/High,"67,33","80,50","76,67",Midfielder,24,1.544,19,"81,26","29,00","19,00","24,25426713","4,0",3,0,65,29
leanderdendoncker,2020,26,65,2.650,33,34,7.151,90,15/04/1995,"188,67","86,33",Belgium,High/High,"67,33","80,50","76,67",Midfielder,25,4.501,57,"78,96","14,50","28,50","24,25426713","4,0",3,0,130,0
leandrotrossard,2019,47,252,2.108,31,34,4.818,66,4/12/1994,"172,00","66,33",Belgium,High/Medium,"79,67","58,50","73,33",Forward,25,,,,,,"22,42202993","3,5",2,,,
leandrotrossard,2020,25,252,2.710,35,36,4.818,66,4/12/1994,"172,00","66,33",Belgium,High/Medium,"79,67","58,50","73,33",Forward,26,2.108,31,"68,00","47,00","31,00","22,42202993","3,5",2,0,252,47
leecattermole,2016,261,321,645,8,9,645,8,21/03/1988,"178,00","76,00",England,Low/High,"64,00","79,25","75,50",Midfielder,28,,,,,,"23,98687034","3,0",3,,,
leegrant,2017,50,187,285,3,29,2.945,31,27/01/1983,"193,00","83,00",England,Medium/Medium,,,"70,17",Goalkeeper,34,,,,,,"22,28247738","3,0",0,,,
leegrant,2019,137,187,0,0,3,2.945,31,27/01/1983,"193,00","83,00",England,Medium/Medium,,,"70,17",Goalkeeper,36,285,3,"95,00","50,00","3,00","22,28247738","3,0",0,0,187,50
leepeltier,2018,48,75,1.632,19,31,1.875,23,11/12/1986,"177,17","73,00",England,Low/High,"63,83","74,17","69,00",Midfielder,32,,,,,,"23,25727520","3,0",3,,,
leightonbaines,2017,94,94,2.010,22,23,5.803,68,11/12/1984,"170,00","70,80",England,High/Medium,"67,80","68,60","80,40",Defender,33,,,,,,"24,49826990","3,5",1,,,
leonardoulloa,2016,29,211,510,16,24,846,30,26/07/1986,"186,33","84,83",Argentina,Medium/Medium,"45,67","78,83","72,83",Forward,30,,,,,,"24,43348556","3,0",2,,,
leonbalogun,2018,67,373,631,8,25,631,8,28/06/1988,"190,00","88,00",Nigeria,Medium/Medium,"65,17","75,67","73,67",Defender,30,,,,,,"24,37673130","3,0",1,,,
leonbalogun,2019,62,373,0,0,4,631,8,28/06/1988,"190,00","88,00",Nigeria,Medium/Medium,"65,17","75,67","73,67",Defender,31,631,8,"78,88","67,00","8,00","24,37673130","3,0",1,0,373,67
leonbritton,2016,18,110,1.191,16,25,1.500,21,16/09/1982,"167,00","65,00",England,Low/Medium,"55,33","65,00","77,00",Midfielder,34,,,,,,"23,30668005","2,5",3,,,
leonbritton,2017,92,110,309,5,7,1.500,21,16/09/1982,"167,00","65,00",England,Low/Medium,"55,33","65,00","77,00",Midfielder,35,1.191,16,"74,44","18,00","16,00","23,30668005","2,5",3,0,110,18
leroyfer,2017,188,386,1.474,20,24,4.017,54,5/01/1990,"188,00","82,67",Netherlands,Medium/Medium,"71,00","81,33","75,50",Midfielder,27,,,,,,"23,38916553","3,0",3,,,
lewiscook,2016,92,610,456,6,9,5.031,75,3/02/1997,"174,67","69,33",England,Medium/Medium,"72,33","69,33","73,33",Midfielder,19,,,,,,"22,72594837","3,0",3,,,
lewiscook,2018,282,610,771,13,15,5.031,75,3/02/1997,"174,67","69,33",England,Medium/Medium,"72,33","69,33","73,33",Midfielder,21,456,6,"76,00","92,00","6,00","22,72594837","3,0",3,0,610,92
lewisdunk,2018,26,26,3.345,36,36,13.496,143,21/11/1991,"192,00","88,00",England,High/Medium,"51,67","76,67","75,33",Defender,27,,,,,,"23,87152778","3,5",1,,,
liamcooper,2020,57,135,2.352,25,26,2.352,25,30/08/1991,"186,67","74,50",Scotland,Medium/High,"54,33","74,33","71,00",Defender,29,,,,,,"21,38073980","3,5",1,,,
lloydkelly,2019,269,299,678,8,14,678,8,1/10/1998,"186,60","71,20",England,Medium/Medium,"77,40","63,60","62,60",Defender,21,,,,,,"20,44827677","3,0",1,,,
loriskarius,2016,42,90,950,10,35,2.755,29,22/06/1993,"189,33","85,00",Germany,Medium/Medium,,,"79,33",Goalkeeper,23,,,,,,"23,71181313","3,0",0,,,
loriskarius,2017,14,90,1.805,19,38,2.755,29,22/06/1993,"189,33","85,00",Germany,Medium/Medium,,,"79,33",Goalkeeper,24,950,10,"95,00","42,00","10,00","23,71181313","3,0",0,0,90,42
loriskarius,2018,5,90,0,0,1,2.755,29,22/06/1993,"189,33","85,00",Germany,Medium/Medium,,,"79,33",Goalkeeper,25,2.755,29,"95,00","28,00","14,50","23,71181313","3,0",0,0,180,14
lovrekalinic,2019,235,288,0,0,1,0,0,3/04/1990,"201,00","99,00",Croatia,Medium/Medium,,,"76,00",Goalkeeper,29,,,,,,"24,50434395","3,0",0,,,
lucasdigne,2018,20,130,3.155,35,36,9.190,100,20/07/1993,"178,00","74,00",France,High/Medium,"77,83","74,00","79,83",Defender,25,,,,,,"23,35563691","3,5",1,,,
lucasdigne,2019,33,130,3.185,35,36,9.190,100,20/07/1993,"178,00","74,00",France,High/Medium,"77,83","74,00","79,83",Defender,26,3.155,35,"90,14","20,00","35,00","23,35563691","3,5",1,0,130,20
lucasdigne,2020,46,130,2.850,30,30,9.190,100,20/07/1993,"178,00","74,00",France,High/Medium,"77,83","74,00","79,83",Defender,27,6.340,70,"90,57","26,50","35,00","23,35563691","3,5",1,0,260,33
lucastorreira,2018,12,139,2.530,34,34,4.138,63,11/02/1996,"167,50","63,50",Uruguay,Medium/High,"75,33","69,83","74,33",Midfielder,22,,,,,,"22,63310314","3,5",3,,,
lucastorreira,2019,127,139,1.608,29,33,4.138,63,11/02/1996,"167,50","63,50",Uruguay,Medium/High,"75,33","69,83","74,33",Midfielder,23,2.530,34,"74,41","12,00","34,00","22,63310314","3,5",3,0,139,12
lucianonarsingh,2016,27,27,460,13,15,1.147,31,13/09/1990,"176,67","73,67",Netherlands,Medium/Low,"91,17","56,67","74,33",Midfielder,26,,,,,,"23,60270559","2,5",3,,,
lukamilivojevic,2017,2,33,3.246,36,37,13.276,150,7/04/1991,"186,00","80,00",Serbia,Medium/High,"58,33","81,67","77,33",Midfielder,26,,,,,,"23,12406059","3,5",3,,,
lukamilivojevic,2019,8,33,2.649,31,32,13.276,150,7/04/1991,"186,00","80,00",Serbia,Medium/High,"58,33","81,67","77,33",Midfielder,28,3.246,36,"90,17","2,00","36,00","23,12406059","3,5",3,0,33,2
lukamilivojevic,2020,23,33,2.489,31,32,13.276,150,7/04/1991,"186,00","80,00",Serbia,Medium/High,"58,33","81,67","77,33",Midfielder,29,5.895,67,"87,99","5,00","33,50","23,12406059","3,5",3,0,66,8
lukaszfabianski,2018,3,138,3.610,38,38,16.294,173,18/04/1985,"190,00","83,00",Poland,Medium/Medium,,,"80,17",Goalkeeper,33,,,,,,"22,99168975","3,0",0,,,
lukaszfabianski,2019,112,138,2.234,25,25,16.294,173,18/04/1985,"190,00","83,00",Poland,Medium/Medium,,,"80,17",Goalkeeper,34,3.610,38,"95,00","3,00","38,00","22,99168975","3,0",0,0,138,3
lukaszfabianski,2020,23,138,3.325,35,35,16.294,173,18/04/1985,"190,00","83,00",Poland,Medium/Medium,,,"80,17",Goalkeeper,35,5.844,63,"92,76","57,50","31,50","22,99168975","3,0",0,0,276,112
lukeshaw,2016,176,402,719,11,15,8.918,107,12/07/1995,"183,00","75,00",England,High/Medium,"82,17","76,33","79,67",Defender,21,,,,,,"22,39541342","3,5",1,,,
lukeshaw,2018,53,402,2.732,29,29,8.918,107,12/07/1995,"183,00","75,00",England,High/Medium,"82,17","76,33","79,67",Defender,23,719,11,"65,36","176,00","11,00","22,39541342","3,5",1,1,402,176
lukeshaw,2019,84,402,1.829,24,24,8.918,107,12/07/1995,"183,00","75,00",England,High/Medium,"82,17","76,33","79,67",Defender,24,3.451,40,"86,28","114,50","20,00","22,39541342","3,5",1,0,804,53
lukeshaw,2020,89,402,2.800,32,34,8.918,107,12/07/1995,"183,00","75,00",England,High/Medium,"82,17","76,33","79,67",Defender,25,5.280,64,"82,50","104,33","21,33","22,39541342","3,5",1,0,1.206,84
lyndengooch,2016,62,62,398,11,19,398,11,24/12/1995,"173,00","69,00",United States,Medium/Medium,"78,33","65,50","66,17",Midfielder,21,,,,,,"23,05456246","3,0",3,,,
lysmousset,2018,4,134,451,23,34,3.085,98,8/02/1996,"184,17","80,33",France,Medium/Medium,"79,83","62,00","69,00",Forward,22,,,,,,"23,68501873","3,0",2,,,
lysmousset,2019,14,134,1.327,30,33,3.085,98,8/02/1996,"184,17","80,33",France,Medium/Medium,"79,83","62,00","69,00",Forward,23,451,23,"19,61","4,00","23,00","23,68501873","3,0",2,0,134,4
lysmousset,2020,116,134,334,11,19,3.085,98,8/02/1996,"184,17","80,33",France,Medium/Medium,"79,83","62,00","69,00",Forward,24,1.778,53,"33,55","9,00","26,50","23,68501873","3,0",2,0,268,14
maartenstekelenburg,2016,30,248,1.774,19,32,1.774,19,22/09/1982,"197,00","92,00",Netherlands,Medium/Medium,,,"74,33",Goalkeeper,34,,,,,,"23,70584143","3,0",0,,,
maartenstekelenburg,2017,208,248,0,0,8,1.774,19,22/09/1982,"197,00","92,00",Netherlands,Medium/Medium,,,"74,33",Goalkeeper,35,1.774,19,"93,37","30,00","19,00","23,70584143","3,0",0,0,248,30
mamadousakho,2016,187,805,722,8,10,6.269,72,13/02/1990,"187,00","83,00",France,Medium/High,"57,33","83,33","79,83",Defender,26,,,,,,"23,73530842","3,5",1,,,
mamadousakho,2017,50,805,1.643,19,21,6.269,72,13/02/1990,"187,00","83,00",France,Medium/High,"57,33","83,33","79,83",Defender,27,722,8,"90,25","187,00","8,00","23,73530842","3,5",1,1,805,187
mamadousakho,2018,191,805,2.547,27,27,6.269,72,13/02/1990,"187,00","83,00",France,Medium/High,"57,33","83,33","79,83",Defender,28,2.365,27,"87,59","118,50","13,50","23,73530842","3,5",1,0,1.610,50
mamadousakho,2019,131,805,1.062,14,16,6.269,72,13/02/1990,"187,00","83,00",France,Medium/High,"57,33","83,33","79,83",Defender,29,4.912,54,"90,96","142,67","18,00","23,73530842","3,5",1,1,2.415,191
mamadousakho,2020,246,805,295,4,12,6.269,72,13/02/1990,"187,00","83,00",France,Medium/High,"57,33","83,33","79,83",Defender,30,5.974,68,"87,85","139,75","17,00","23,73530842","3,5",1,1,3.220,131
manologabbiadini,2016,32,155,746,11,11,2.434,51,26/11/1991,"183,50","77,50",Italy,High/Low,"73,33","68,17","77,67",Forward,25,,,,,,"23,01598497","3,0",2,,,
manologabbiadini,2018,9,155,520,12,12,2.434,51,26/11/1991,"183,50","77,50",Italy,High/Low,"73,33","68,17","77,67",Forward,27,746,11,"67,82","32,00","11,00","23,01598497","3,0",2,0,155,32
manuellanzini,2016,55,492,2.827,35,35,7.765,113,15/02/1993,"168,00","61,33",Argentina,Medium/Medium,"80,00","50,33","79,17",Midfielder,23,,,,,,"21,73091459","3,0",3,,,
manuellanzini,2017,90,492,2.138,27,27,7.765,113,15/02/1993,"168,00","61,33",Argentina,Medium/Medium,"80,00","50,33","79,17",Midfielder,24,2.827,35,"80,77","55,00","35,00","21,73091459","3,0",3,0,492,55
manuellanzini,2018,283,492,719,10,10,7.765,113,15/02/1993,"168,00","61,33",Argentina,Medium/Medium,"80,00","50,33","79,17",Midfielder,25,4.965,62,"80,08","72,50","31,00","21,73091459","3,0",3,0,984,90
manuellanzini,2019,55,492,1.456,24,32,7.765,113,15/02/1993,"168,00","61,33",Argentina,Medium/Medium,"80,00","50,33","79,17",Midfielder,26,5.684,72,"78,94","142,67","24,00","21,73091459","3,0",3,1,1.476,283
manuellanzini,2020,9,492,625,17,32,7.765,113,15/02/1993,"168,00","61,33",Argentina,Medium/Medium,"80,00","50,33","79,17",Midfielder,27,7.140,96,"74,38","120,75","24,00","21,73091459","3,0",3,0,1.968,55
marcalbrighton,2018,70,82,1.711,27,29,9.700,145,18/11/1989,"174,83","71,67",England,High/High,"74,17","66,50","75,33",Midfielder,29,,,,,,"23,44599832","4,0",3,,,
marcalbrighton,2019,12,82,929,20,36,9.700,145,18/11/1989,"174,83","71,67",England,High/High,"74,17","66,50","75,33",Midfielder,30,1.711,27,"63,37","70,00","27,00","23,44599832","4,0",3,0,82,70
marcosrojo,2016,208,891,1.760,21,24,2.790,38,20/03/1990,"186,83","82,00",Argentina,Medium/Medium,"69,83","79,50","79,00",Defender,26,,,,,,"23,49119597","3,0",1,,,
marcosrojo,2017,6,891,670,9,20,2.790,38,20/03/1990,"186,83","82,00",Argentina,Medium/Medium,"69,83","79,50","79,00",Defender,27,1.760,21,"83,81","208,00","21,00","23,49119597","3,0",1,1,891,208
marcosrojo,2018,223,891,226,5,11,2.790,38,20/03/1990,"186,83","82,00",Argentina,Medium/Medium,"69,83","79,50","79,00",Defender,28,2.430,30,"81,00","107,00","15,00","23,49119597","3,0",1,0,1.782,6
marcosrojo,2019,283,891,134,3,8,2.790,38,20/03/1990,"186,83","82,00",Argentina,Medium/Medium,"69,83","79,50","79,00",Defender,29,2.656,35,"75,89","145,67","11,67","23,49119597","3,0",1,1,2.673,223
